,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
571,2014-06-05,5,748,86,70
572,2014-06-06,3,288,72,36
573,2014-06-08,1,0,0,0
574,2014-06-09,3,0,0,0
575,2014-06-10,4,0,0,0
576,2014-06-11,3,3,0,0
577,2014-06-12,4,0,0,0
578,2014-06-13,4,0,0,0
579,2014-06-14,2,24,0,0
580,2014-06-15,1,100,32,16
581,2014-06-16,1,0,0,0
582,2014-06-17,7,24,0,0
583,2014-06-18,4,32,0,0
584,2014-06-19,2,0,0,0
585,2014-06-20,1,0,0,0
586,2014-06-21,1,24,0,0
587,2014-06-22,1,0,50,16
588,2014-06-23,4,0,0,0
589,2014-06-24,1,0,0,0
590,2014-06-25,2,0,0,0
591,2014-06-26,6,0,0,0
592,2014-06-27,7,18,0,0
593,2014-06-28,2,0,0,0
594,2014-06-29,1,280,32,0
595,2014-06-30,4,15,0,0
596,2014-07-01,4,72,4,48
597,2014-07-02,3,120,32,0
598,2014-07-04,3,84,0,0
599,2014-07-05,1,45,12,0
600,2014-07-07,4,120,0,16
601,2014-07-08,5,296,24,72
602,2014-07-09,2,0,0,0
603,2014-07-10,1,0,0,0
604,2014-07-11,2,30,8,0
605,2014-07-12,1,140,80,0
606,2014-07-13,1,240,0,0
607,2014-07-14,1,0,0,0
608,2014-07-15,2,0,0,0
609,2014-07-16,2,0,0,0
610,2014-07-17,1,0,0,0
611,2014-07-19,1,0,0,0
612,2014-07-20,1,0,0,0
613,2014-07-21,5,0,0,0
614,2014-07-22,3,84,3,0
615,2014-07-23,4,12,0,0
616,2014-07-24,5,0,0,0
617,2014-07-25,2,0,0,0
618,2014-07-26,1,12,0,0
619,2014-07-27,1,0,0,0
620,2014-07-28,3,0,0,0
621,2014-07-29,3,0,0,0
622,2014-07-30,3,0,0,0
623,2014-07-31,6,392,60,0
624,2014-08-01,4,0,20,0
625,2014-08-02,1,0,0,0
626,2014-08-03,2,126,0,0
627,2014-08-04,3,12,0,0
628,2014-08-05,6,332,45,0
629,2014-08-06,1,0,0,0
630,2014-08-07,3,0,0,0
631,2014-08-08,1,16,0,0
632,2014-08-09,1,0,0,0
633,2014-08-10,1,0,0,0
634,2014-08-12,3,36,0,0
635,2014-08-13,2,0,0,0
636,2014-08-14,1,0,0,0
637,2014-08-15,4,152,24,36
638,2014-08-16,1,18,0,0
639,2014-08-17,1,48,0,0
640,2014-08-18,3,0,0,0
641,2014-08-19,1,0,0,0
642,2014-08-20,2,128,16,20
643,2014-08-21,5,0,0,0
644,2014-08-22,4,16,0,0
645,2014-08-23,2,60,0,0
