,TIME,trade_index,fiscal_index,monetary_index
1805,17/05/2016,0,0,0
1806,17/05/2017,0,0,0
1807,17/05/2018,0,0,0
1808,17/05/2019,24,9,9
1809,17/05/2021,198,32,12
1810,17/05/2022,4205,411,438
1811,17/05/2023,64,0,48
1812,17/06/2013,0,0,0
1813,17/06/2014,24,0,0
1814,17/06/2015,0,0,0
1815,17/06/2016,0,0,0
1816,17/06/2017,4,0,0
1817,17/06/2019,0,0,0
1818,17/06/2020,0,0,0
1819,17/06/2021,212,25,0
1820,17/06/2022,44,0,0
1821,17/06/2023,0,0,0
1822,17/07/2012,8,0,0
1823,17/07/2013,0,0,0
1824,17/07/2014,0,0,0
1825,17/07/2015,0,0,0
1826,17/07/2016,203,0,0
1827,17/07/2017,362,30,0
1828,17/07/2019,0,0,0
1829,17/07/2020,0,15,0
1830,17/07/2021,0,0,0
1831,17/08/2012,0,0,0
1832,17/08/2013,0,0,0
1833,17/08/2014,48,0,0
1834,17/08/2015,0,0,0
1835,17/08/2016,0,0,0
1836,17/08/2017,0,0,0
1837,17/08/2018,0,0,0
1838,17/08/2020,0,0,0
1839,17/08/2021,271,98,8
1840,17/08/2022,122,0,0
1841,17/09/2013,0,0,0
1842,17/09/2014,0,0,0
1843,17/09/2015,0,0,0
1844,17/09/2016,0,0,0
1845,17/09/2018,0,0,0
1846,17/09/2019,0,0,0
1847,17/09/2020,0,0,0
1848,17/09/2021,345,0,0
1849,17/09/2022,0,0,0
1850,17/10/2012,0,0,0
1851,17/10/2013,0,0,0
1852,17/10/2014,0,0,0
1853,17/10/2015,0,0,0
1854,17/10/2016,0,0,0
1855,17/10/2018,540,75,360
1856,17/10/2019,0,0,0
1857,17/10/2020,40,0,0
1858,17/10/2021,24,4,0
1859,17/10/2022,0,0,0
1860,17/11/2014,40,0,0
1861,17/11/2016,32,0,0
1862,17/11/2017,3,0,0
1863,17/11/2020,0,0,0
1864,17/11/2021,198,4,0
1865,17/11/2022,40,0,0
1866,17/12/2012,0,0,0
1867,17/12/2013,0,0,0
1868,17/12/2014,64,144,75
1869,17/12/2015,0,0,0
1870,17/12/2016,1,0,0
1871,17/12/2017,0,0,0
1872,17/12/2018,0,0,0
1873,17/12/2019,0,0,0
1874,17/12/2020,0,0,0
1875,17/12/2021,36,0,0
1876,17/12/2022,0,0,0
1877,18/01/2013,32,0,0
1878,18/01/2014,0,0,0
1879,18/01/2016,96,0,0
1880,18/01/2017,0,0,0
1881,18/01/2018,0,0,0
1882,18/01/2019,0,0,0
1883,18/01/2020,4,0,0
1884,18/01/2021,0,0,0
1885,18/01/2022,136,0,0
1886,18/01/2023,248,6,8
1887,18/02/2014,0,0,0
1888,18/02/2016,0,0,0
1889,18/02/2017,0,0,0
1890,18/02/2020,60,0,0
1891,18/02/2021,80,0,0
1892,18/02/2022,83,0,0
1893,18/02/2023,0,0,0
1894,18/03/2013,0,0,0
1895,18/03/2014,0,0,0
1896,18/03/2015,12,0,0
1897,18/03/2016,0,0,0
1898,18/03/2019,0,0,0
1899,18/03/2020,4,0,0
1900,18/03/2021,0,0,0
1901,18/03/2022,22,27,9
1902,18/03/2023,80,48,48
1903,18/04/2013,0,0,0
1904,18/04/2014,0,0,0
1905,18/04/2017,0,0,0
1906,18/04/2018,0,0,0
1907,18/04/2019,0,0,0
1908,18/04/2020,1,0,0
1909,18/04/2022,198,0,15
1910,18/04/2023,180,96,98
1911,18/05/2012,0,0,0
1912,18/05/2014,60,0,0
1913,18/05/2015,0,0,0
1914,18/05/2016,0,0,0
1915,18/05/2017,0,0,0
1916,18/05/2018,0,0,0
1917,18/05/2020,52,0,0
1918,18/05/2021,15,0,0
1919,18/05/2022,350,0,0
1920,18/05/2023,48,0,0
1921,18/06/2013,0,0,0
1922,18/06/2014,32,0,0
1923,18/06/2015,0,0,0
1924,18/06/2017,0,0,0
1925,18/06/2018,0,0,0
1926,18/06/2019,60,3,0
1927,18/06/2020,12,0,0
1928,18/06/2021,22,0,0
1929,18/06/2022,0,0,0
1930,18/06/2023,0,0,0
1931,18/07/2012,0,0,0
1932,18/07/2013,0,0,0
1933,18/07/2015,0,0,0
1934,18/07/2016,0,0,0
1935,18/07/2017,0,0,0
1936,18/07/2018,0,0,0
1937,18/07/2019,15,0,0
1938,18/07/2021,342,0,0
1939,18/07/2022,274,120,220
1940,18/08/2014,0,0,0
1941,18/08/2015,0,0,0
1942,18/08/2016,0,0,0
1943,18/08/2020,0,0,0
1944,18/08/2021,210,12,0
1945,18/08/2022,234,0,40
1946,18/09/2012,0,0,0
1947,18/09/2013,0,0,0
1948,18/09/2014,0,0,0
1949,18/09/2015,0,0,0
1950,18/09/2016,248,32,0
1951,18/09/2017,0,0,0
1952,18/09/2019,0,0,0
1953,18/09/2020,36,0,0
1954,18/09/2021,84,0,0
1955,18/10/2012,0,0,0
1956,18/10/2013,15,0,0
1957,18/10/2014,80,0,0
1958,18/10/2015,72,8,0
1959,18/10/2016,48,0,0
1960,18/10/2018,0,0,0
1961,18/10/2019,8,0,0
1962,18/10/2020,24,0,0
1963,18/10/2021,166,0,0
1964,18/10/2022,0,0,0
1965,18/11/2013,0,0,0
1966,18/11/2014,0,0,0
1967,18/11/2015,0,0,0
1968,18/11/2016,0,0,0
1969,18/11/2019,0,0,0
1970,18/11/2020,96,0,0
1971,18/11/2021,116,0,8
1972,18/11/2022,8,0,0
1973,18/12/2012,0,0,0
1974,18/12/2013,72,0,0
1975,18/12/2014,0,0,0
1976,18/12/2015,80,0,0
1977,18/12/2016,0,0,0
1978,18/12/2017,0,0,0
1979,18/12/2018,0,0,0
1980,18/12/2019,0,0,0
1981,18/12/2020,0,0,0
1982,19/01/2012,0,0,0
1983,19/01/2015,24,40,16
1984,19/01/2016,0,0,0
1985,19/01/2017,0,0,0
1986,19/01/2018,0,0,0
1987,19/01/2019,6,0,0
1988,19/01/2020,0,0,0
1989,19/01/2021,180,0,48
1990,19/01/2022,24,0,0
1991,19/01/2023,545,27,162
1992,19/02/2014,0,0,0
1993,19/02/2015,0,0,0
1994,19/02/2016,0,0,0
1995,19/02/2019,0,0,0
1996,19/02/2020,360,50,25
1997,19/02/2021,12,0,0
1998,19/02/2022,0,0,0
1999,19/03/2012,0,0,0
2000,19/03/2013,0,0,0
2001,19/03/2014,4,0,0
2002,19/03/2015,0,0,0
2003,19/03/2016,0,0,0
2004,19/03/2018,0,0,0
2005,19/03/2019,24,0,0
2006,19/03/2020,4,0,0
2007,19/03/2021,36,0,0
2008,19/04/2014,0,0,0
2009,19/04/2015,624,60,60
2010,19/04/2017,24,0,0
2011,19/04/2019,0,0,0
2012,19/04/2020,0,0,0
2013,19/04/2021,0,0,0
2014,19/04/2022,94,40,0
2015,19/04/2023,170,18,36
2016,19/05/2014,0,0,0
2017,19/05/2015,0,0,0
2018,19/05/2016,0,0,0
2019,19/05/2017,42,3,0
2020,19/05/2019,0,0,0
2021,19/05/2020,12,0,0
2022,19/05/2021,0,0,0
2023,19/05/2022,382,20,16
2024,19/05/2023,240,50,0
2025,19/06/2012,0,0,0
2026,19/06/2013,0,0,0
2027,19/06/2014,0,0,0
2028,19/06/2015,0,0,0
2029,19/06/2017,0,0,0
2030,19/06/2018,0,0,0
2031,19/06/2019,45,6,0
2032,19/06/2020,0,0,0
2033,19/06/2021,0,0,0
2034,19/06/2022,0,0,0
2035,19/06/2023,144,0,0
2036,19/07/2012,12,0,0
2037,19/07/2013,36,16,0
2038,19/07/2014,0,0,0
2039,19/07/2015,0,0,0
2040,19/07/2016,0,0,0
2041,19/07/2017,16,0,0
2042,19/07/2018,9,0,0
2043,19/07/2019,15,0,0
2044,19/07/2021,81,0,0
2045,19/07/2022,1260,240,200
2046,19/08/2013,36,0,0
2047,19/08/2014,0,0,0
2048,19/08/2015,0,8,0
2049,19/08/2016,0,0,0
2050,19/08/2017,0,0,0
2051,19/08/2019,0,0,0
2052,19/08/2020,0,0,0
2053,19/08/2021,24,28,0
2054,19/08/2022,21,0,0
2055,19/09/2012,0,0,0
2056,19/09/2013,0,0,0
2057,19/09/2014,0,0,0
2058,19/09/2015,0,0,0
2059,19/09/2016,24,0,0
2060,19/09/2017,0,0,0
2061,19/09/2018,6,0,0
2062,19/09/2019,0,0,0
2063,19/09/2020,0,0,0
2064,19/09/2021,4,18,0
2065,19/09/2022,72,72,72
2066,19/10/2014,90,12,0
2067,19/10/2015,0,0,0
2068,19/10/2016,0,0,0
2069,19/10/2017,0,0,0
2070,19/10/2018,0,0,0
2071,19/10/2020,36,6,8
2072,19/10/2021,93,24,69
2073,19/10/2022,0,0,0
2074,19/11/2012,0,0,0
2075,19/11/2013,0,0,0
2076,19/11/2014,0,0,0
2077,19/11/2015,0,0,0
2078,19/11/2016,0,0,0
2079,19/11/2018,0,0,0
2080,19/11/2019,0,0,0
2081,19/11/2020,16,0,0
2082,19/11/2021,222,0,0
2083,19/11/2022,0,0,0
2084,19/12/2012,0,0,0
2085,19/12/2013,0,0,0
2086,19/12/2014,72,4,0
2087,19/12/2015,0,0,0
2088,19/12/2016,0,0,0
2089,19/12/2017,0,0,0
2090,19/12/2018,0,0,0
2091,19/12/2019,42,0,0
2092,19/12/2020,0,0,0
2093,19/12/2022,292,0,144
2094,20/01/2014,0,0,0
2095,20/01/2015,0,0,0
2096,20/01/2016,0,0,0
2097,20/01/2017,48,0,9
2098,20/01/2018,0,0,0
2099,20/01/2020,0,0,0
2100,20/01/2021,0,0,0
2101,20/01/2022,168,24,36
2102,20/01/2023,6,0,0
2103,20/02/2014,0,0,0
2104,20/02/2015,0,0,0
2105,20/02/2017,0,0,0
2106,20/02/2019,0,0,0
2107,20/02/2020,16,0,0
2108,20/02/2022,15,0,0
2109,20/02/2023,12,4,12
2110,20/03/2012,0,0,0
2111,20/03/2013,0,0,0
2112,20/03/2014,0,0,0
2113,20/03/2015,0,0,0
2114,20/03/2016,120,0,0
2115,20/03/2017,0,0,0
2116,20/03/2018,0,0,0
2117,20/03/2019,48,18,0
2118,20/03/2020,55,4,0
2119,20/03/2022,152,0,40
2120,20/03/2023,320,0,0
2121,20/04/2012,0,0,0
2122,20/04/2013,0,0,0
2123,20/04/2014,144,18,0
2124,20/04/2015,0,0,0
2125,20/04/2016,0,0,0
2126,20/04/2017,25,6,0
2127,20/04/2019,0,0,0
2128,20/04/2020,0,0,0
2129,20/04/2021,286,36,0
2130,20/04/2022,218,6,6
2131,20/04/2023,136,0,0
2132,20/05/2013,0,0,0
2133,20/05/2014,0,0,0
2134,20/05/2015,24,9,0
2135,20/05/2016,0,0,0
2136,20/05/2017,0,0,0
2137,20/05/2019,63,0,0
2138,20/05/2020,614,108,0
2139,20/05/2021,0,0,0
2140,20/05/2022,80,0,0
2141,20/05/2023,0,0,0
2142,20/06/2012,0,0,0
2143,20/06/2013,0,0,0
2144,20/06/2014,0,0,0
2145,20/06/2015,48,0,0
2146,20/06/2016,0,0,0
2147,20/06/2017,72,30,0
2148,20/06/2018,0,0,0
2149,20/06/2019,0,0,0
2150,20/06/2020,24,0,0
2151,20/06/2021,0,0,0
2152,20/06/2022,545,116,246
2153,20/06/2023,128,24,0
2154,20/07/2012,0,6,0
2155,20/07/2014,0,0,0
2156,20/07/2015,0,0,0
2157,20/07/2016,36,0,0
2158,20/07/2017,0,0,0
2159,20/07/2020,0,0,0
2160,20/07/2021,140,0,0
2161,20/07/2022,401,369,909
2162,20/08/2014,128,16,20
2163,20/08/2015,0,0,12
2164,20/08/2018,0,0,0
2165,20/08/2019,44,0,0
2166,20/08/2020,0,0,0
2167,20/08/2021,30,0,0
2168,20/08/2022,240,0,96
2169,20/09/2012,0,0,0
2170,20/09/2013,0,0,0
2171,20/09/2014,0,0,0
2172,20/09/2015,0,0,0
2173,20/09/2016,0,0,0
2174,20/09/2017,0,0,0
2175,20/09/2019,0,0,0
2176,20/09/2020,0,0,0
2177,20/09/2021,220,4,36
2178,20/09/2022,354,40,76
2179,20/10/2012,0,0,0
2180,20/10/2014,0,0,0
2181,20/10/2015,0,0,0
2182,20/10/2016,24,0,0
2183,20/10/2017,0,0,0
2184,20/10/2020,12,0,0
2185,20/10/2021,76,0,0
2186,20/10/2022,36,0,0
2187,20/11/2012,0,0,0
2188,20/11/2013,0,0,0
2189,20/11/2014,0,0,0
2190,20/11/2015,0,0,0
2191,20/11/2016,0,0,0
2192,20/11/2017,24,0,0
2193,20/11/2018,0,0,0
2194,20/11/2019,72,0,0
2195,20/11/2020,2,0,0
2196,20/11/2021,0,0,0
2197,20/11/2022,0,0,0
2198,20/12/2013,0,0,0
2199,20/12/2014,0,0,0
2200,20/12/2015,0,0,0
2201,20/12/2016,40,0,0
2202,20/12/2017,0,0,0
2203,20/12/2019,0,0,0
2204,20/12/2020,8,0,0
2205,20/12/2021,109,0,0
2206,20/12/2022,128,0,0
2207,21/01/2014,0,0,0
2208,21/01/2015,0,0,0
2209,21/01/2017,0,0,0
2210,21/01/2019,0,0,0
2211,21/01/2020,0,0,0
2212,21/01/2021,0,0,0
2213,21/01/2022,88,0,16
2214,21/01/2023,24,0,0
2215,21/02/2012,0,0,0
2216,21/02/2013,0,0,0
2217,21/02/2014,0,0,0
2218,21/02/2015,0,0,0
2219,21/02/2017,16,0,0
2220,21/02/2018,0,0,0
2221,21/02/2019,0,0,0
2222,21/02/2020,0,0,0
2223,21/02/2022,264,0,32
2224,21/02/2023,522,120,168
2225,21/03/2012,0,0,0
2226,21/03/2013,0,0,0
2227,21/03/2014,0,0,0
2228,21/03/2015,0,0,0
2229,21/03/2016,0,0,0
2230,21/03/2017,0,0,0
2231,21/03/2018,0,0,0
2232,21/03/2019,0,0,0
2233,21/03/2020,33,8,0
2234,21/03/2022,398,10,86
2235,21/03/2023,220,0,64
2236,21/04/2014,0,0,0
2237,21/04/2015,0,0,0
2238,21/04/2016,0,0,0
2239,21/04/2017,0,0,0
2240,21/04/2020,0,0,0
2241,21/04/2022,112,0,16
2242,21/04/2023,222,10,24
2243,21/05/2013,0,0,0
2244,21/05/2017,0,0,0
2245,21/05/2018,0,0,0
2246,21/05/2019,0,0,0
2247,21/05/2020,2,0,0
2248,21/05/2021,0,9,0
2249,21/05/2022,68,6,0
2250,21/05/2023,0,0,16
2251,21/06/2013,150,0,0
2252,21/06/2014,24,0,0
2253,21/06/2015,0,16,16
2254,21/06/2016,36,8,0
2255,21/06/2017,0,0,0
2256,21/06/2018,0,0,0
2257,21/06/2019,0,0,0
2258,21/06/2020,0,0,0
2259,21/06/2021,468,168,109
2260,21/06/2022,48,0,32
2261,21/06/2023,96,0,16
2262,21/07/2014,0,0,0
2263,21/07/2015,0,0,0
2264,21/07/2016,0,0,0
2265,21/07/2017,0,0,0
2266,21/07/2018,0,0,0
2267,21/07/2020,18,0,0
2268,21/07/2021,280,0,0
2269,21/07/2022,82,0,64
2270,21/08/2012,0,0,0
2271,21/08/2014,0,0,0
2272,21/08/2015,0,0,0
2273,21/08/2016,150,25,0
2274,21/08/2017,0,0,0
2275,21/08/2018,0,0,0
2276,21/08/2019,0,0,25
2277,21/08/2020,27,0,0
2278,21/08/2021,92,0,0
2279,21/09/2012,0,0,0
2280,21/09/2014,192,12,0
2281,21/09/2015,0,0,0
2282,21/09/2016,0,0,0
2283,21/09/2017,8,0,0
2284,21/09/2018,0,0,0
2285,21/09/2020,15,12,6
2286,21/09/2021,267,0,24
2287,21/09/2022,101,0,64
2288,21/10/2013,0,0,0
2289,21/10/2014,0,0,0
2290,21/10/2015,0,0,0
2291,21/10/2016,0,0,0
2292,21/10/2019,0,0,0
2293,21/10/2020,0,0,0
2294,21/10/2021,912,45,0
2295,21/10/2022,72,20,32
2296,21/11/2012,0,0,0
2297,21/11/2013,30,0,0
2298,21/11/2014,0,0,0
2299,21/11/2016,0,0,0
2300,21/11/2017,32,40,0
2301,21/11/2018,0,0,0
2302,21/11/2019,0,0,0
2303,21/11/2020,0,0,0
2304,21/11/2021,0,0,0
2305,21/11/2022,60,0,40
2306,21/12/2012,44,2,2
2307,21/12/2013,72,0,0
2308,21/12/2014,0,0,0
2309,21/12/2015,490,40,40
2310,21/12/2016,0,0,0
2311,21/12/2017,0,0,0
2312,21/12/2018,0,0,0
2313,21/12/2019,0,0,0
2314,21/12/2020,72,0,0
2315,21/12/2021,96,68,4
2316,21/12/2022,59,0,147
2317,22/01/2013,96,8,0
2318,22/01/2014,45,0,0
2319,22/01/2015,102,18,6
2320,22/01/2016,140,0,0
2321,22/01/2018,0,0,0
2322,22/01/2019,0,0,0
2323,22/01/2020,0,0,0
2324,22/01/2021,18,0,0
2325,22/01/2022,0,16,0
2326,22/01/2023,0,0,0
2327,22/02/2012,24,0,0
2328,22/02/2013,0,0,0
2329,22/02/2015,0,0,0
2330,22/02/2016,0,0,0
2331,22/02/2017,0,0,0
2332,22/02/2018,0,0,0
2333,22/02/2019,0,0,0
2334,22/02/2021,84,12,0
2335,22/02/2022,96,0,0
2336,22/02/2023,10,0,0
2337,22/03/2012,0,0,0
2338,22/03/2013,0,0,0
2339,22/03/2014,0,0,0
2340,22/03/2015,100,0,0
2341,22/03/2016,0,0,0
2342,22/03/2017,0,0,0
2343,22/03/2018,0,0,0
2344,22/03/2019,0,0,0
2345,22/03/2020,0,0,0
2346,22/03/2021,105,6,3
2347,22/03/2022,158,6,0
2348,22/03/2023,368,0,0
2349,22/04/2013,15,0,0
2350,22/04/2014,0,0,0
2351,22/04/2015,72,16,48
2352,22/04/2016,0,0,0
2353,22/04/2017,3,0,0
2354,22/04/2020,0,0,0
2355,22/04/2021,6,0,0
2356,22/04/2022,70,0,0
2357,22/04/2023,0,0,0
2358,22/05/2012,0,0,0
2359,22/05/2013,3,0,0
2360,22/05/2014,0,0,0
2361,22/05/2016,200,20,0
2362,22/05/2017,0,0,0
2363,22/05/2018,0,0,0
2364,22/05/2019,0,0,0
2365,22/05/2020,53,2,2
2366,22/05/2021,0,0,0
2367,22/05/2022,0,6,0
2368,22/05/2023,136,0,24
2369,22/06/2012,2,2,0
2370,22/06/2013,0,0,0
2371,22/06/2014,0,0,0
2372,22/06/2015,0,0,0
2373,22/06/2016,0,0,0
2374,22/06/2018,0,0,0
2375,22/06/2019,6,0,0
2376,22/06/2020,45,0,0
2377,22/06/2021,0,0,0
2378,22/06/2022,49,0,45
2379,22/06/2023,0,0,0
2380,22/07/2013,0,0,0
2381,22/07/2014,84,3,0
2382,22/07/2016,120,6,0
2383,22/07/2017,24,0,0
2384,22/07/2019,32,0,0
2385,22/07/2020,80,4,9
2386,22/07/2021,46,8,0
2387,22/07/2022,40,0,12
2388,22/08/2013,0,0,0
2389,22/08/2014,16,0,0
2390,22/08/2016,12,0,0
2391,22/08/2017,0,0,0
2392,22/08/2018,0,0,0
2393,22/08/2019,8,0,0
2394,22/08/2020,36,8,0
2395,22/08/2021,12,0,0
2396,22/08/2022,338,12,40
2397,22/09/2012,0,0,0
2398,22/09/2014,0,0,0
2399,22/09/2015,50,0,0
2400,22/09/2016,0,0,0
2401,22/09/2018,0,0,0
2402,22/09/2020,10,0,0
2403,22/09/2021,196,8,6
2404,22/09/2022,18,0,0
2405,22/10/2012,0,0,0
2406,22/10/2013,0,0,0
2407,22/10/2014,0,0,0
2408,22/10/2015,4,0,0
2409,22/10/2016,0,0,0
2410,22/10/2018,0,0,0
2411,22/10/2019,0,0,0
2412,22/10/2020,192,0,0
2413,22/10/2021,587,42,48
2414,22/10/2022,0,0,0
2415,22/11/2012,0,0,0
2416,22/11/2013,40,0,0
2417,22/11/2014,0,0,0
2418,22/11/2015,0,0,0
2419,22/11/2016,24,0,0
2420,22/11/2017,0,0,0
2421,22/11/2018,0,0,0
2422,22/11/2019,0,0,0
2423,22/11/2020,0,0,0
2424,22/11/2021,84,30,30
2425,22/11/2022,171,0,8
2426,22/12/2012,15,0,0
2427,22/12/2014,0,0,0
2428,22/12/2015,0,0,0
2429,22/12/2016,12,0,0
2430,22/12/2019,0,0,0
2431,22/12/2020,196,0,30
2432,22/12/2021,280,0,0
2433,22/12/2022,45,0,9
2434,23/01/2015,120,36,21
2435,23/01/2017,0,0,0
2436,23/01/2019,0,0,0
2437,23/01/2020,54,0,0
2438,23/01/2021,0,0,0
2439,23/01/2023,12,0,0
2440,23/02/2012,0,0,0
2441,23/02/2015,24,0,0
2442,23/02/2017,0,0,0
2443,23/02/2018,0,0,0
2444,23/02/2020,0,0,0
2445,23/02/2021,64,8,8
2446,23/02/2022,144,0,0
2447,23/02/2023,73,0,0
2448,23/03/2014,50,12,0
2449,23/03/2015,0,0,0
2450,23/03/2016,0,0,0
2451,23/03/2017,0,0,0
2452,23/03/2018,60,0,0
2453,23/03/2020,0,0,0
2454,23/03/2021,12,0,0
2455,23/03/2022,66,0,9
2456,23/03/2023,3,0,6
2457,23/04/2012,0,0,0
2458,23/04/2013,93,0,0
2459,23/04/2014,0,0,0
2460,23/04/2015,68,9,6
2461,23/04/2018,0,0,0
2462,23/04/2019,0,0,0
2463,23/04/2020,0,0,0
2464,23/04/2021,0,0,0
2465,23/04/2022,0,0,0
2466,23/04/2023,280,164,150
2467,23/05/2012,0,0,0
2468,23/05/2013,0,0,0
2469,23/05/2014,0,0,0
2470,23/05/2016,48,0,0
2471,23/05/2017,0,0,0
2472,23/05/2018,0,0,0
2473,23/05/2019,9,0,0
2474,23/05/2020,0,0,0
2475,23/05/2022,219,48,56
2476,23/05/2023,12,0,0
2477,23/06/2013,0,0,0
2478,23/06/2014,0,0,0
2479,23/06/2015,0,0,0
2480,23/06/2016,0,0,0
2481,23/06/2019,0,0,0
2482,23/06/2020,0,0,0
2483,23/06/2021,0,0,0
2484,23/06/2022,680,0,720
2485,23/06/2023,20,0,0
2486,23/07/2013,0,0,0
2487,23/07/2014,0,0,0
2488,23/07/2015,0,0,0
2489,23/07/2018,0,0,0
2490,23/07/2019,0,0,0
2491,23/07/2020,28,0,8
2492,23/07/2021,48,0,0
2493,23/07/2022,72,18,0
2494,23/08/2012,0,0,0
2495,23/08/2013,0,0,0
2496,23/08/2014,60,0,0
2497,23/08/2015,192,25,0
2498,23/08/2016,0,0,0
2499,23/08/2017,0,0,0
2500,23/08/2018,0,0,0
2501,23/08/2019,48,2,0
2502,23/08/2021,472,16,0
2503,23/08/2022,75,0,72
2504,23/09/2014,32,0,0
2505,23/09/2015,0,8,0
2506,23/09/2016,0,0,0
2507,23/09/2019,0,0,0
2508,23/09/2020,0,0,0
2509,23/09/2021,126,0,0
2510,23/09/2022,697,0,176
2511,23/10/2012,0,0,0
2512,23/10/2014,0,0,0
2513,23/10/2015,0,0,0
2514,23/10/2017,0,0,0
2515,23/10/2018,24,0,12
2516,23/10/2019,0,0,0
2517,23/10/2020,0,0,0
2518,23/10/2021,0,0,0
2519,23/10/2022,180,30,30
2520,23/11/2012,0,0,0
2521,23/11/2014,144,0,0
2522,23/11/2015,9,12,12
2523,23/11/2016,0,0,0
2524,23/11/2017,16,6,0
2525,23/11/2018,12,0,0
2526,23/11/2019,0,0,0
2527,23/11/2020,0,0,0
2528,23/11/2021,204,32,64
2529,23/11/2022,24,0,0
2530,23/12/2013,0,0,0
2531,23/12/2014,0,0,0
2532,23/12/2015,0,0,0
2533,23/12/2016,0,0,0
2534,23/12/2019,0,0,0
2535,23/12/2020,72,12,0
2536,23/12/2021,78,0,0
2537,23/12/2022,936,58,120
2538,24/01/2013,0,0,0
2539,24/01/2014,0,0,0
2540,24/01/2015,120,0,0
2541,24/01/2016,136,0,0
2542,24/01/2017,0,0,0
2543,24/01/2019,16,0,0
2544,24/01/2020,40,0,0
2545,24/01/2022,212,16,12
2546,24/02/2012,0,0,0
2547,24/02/2014,0,0,0
2548,24/02/2015,0,0,0
2549,24/02/2016,0,0,0
2550,24/02/2017,0,0,0
2551,24/02/2018,0,0,0
2552,24/02/2019,0,0,0
2553,24/02/2020,0,0,0
2554,24/02/2021,52,0,0
2555,24/02/2022,42,0,0
2556,24/02/2023,0,0,0
2557,24/03/2014,0,0,0
2558,24/03/2015,0,0,0
2559,24/03/2016,0,0,0
2560,24/03/2017,0,0,0
2561,24/03/2018,0,0,0
2562,24/03/2020,0,0,0
2563,24/03/2021,0,0,0
2564,24/03/2022,652,120,58
2565,24/03/2023,0,0,0
2566,24/04/2012,0,0,0
2567,24/04/2013,0,0,0
2568,24/04/2014,85,0,0
2569,24/04/2015,0,0,0
2570,24/04/2016,0,0,0
2571,24/04/2017,0,0,0
2572,24/04/2019,0,0,0
2573,24/04/2020,0,0,0
2574,24/04/2022,0,0,0
2575,24/04/2023,72,6,0
2576,24/05/2012,0,0,0
2577,24/05/2013,0,0,0
2578,24/05/2014,0,0,0
2579,24/05/2015,4,0,0
2580,24/05/2017,100,0,0
2581,24/05/2018,0,0,0
2582,24/05/2019,0,0,0
2583,24/05/2020,24,0,0
2584,24/05/2021,6,0,0
2585,24/05/2022,9,12,6
2586,24/05/2023,4,0,0
2587,24/06/2013,0,0,0
2588,24/06/2014,0,0,0
2589,24/06/2015,0,0,0
2590,24/06/2019,36,0,0
2591,24/06/2020,10,0,0
2592,24/06/2021,1,0,0
2593,24/06/2022,86,0,0
2594,24/06/2023,6,0,0
2595,24/07/2013,0,0,0
2596,24/07/2014,0,0,0
2597,24/07/2015,64,8,0
2598,24/07/2017,8,0,0
2599,24/07/2018,0,0,0
2600,24/07/2019,0,0,0
2601,24/07/2020,51,0,0
2602,24/07/2021,0,0,0
2603,24/08/2012,0,0,0
2604,24/08/2014,60,32,0
2605,24/08/2015,0,0,0
2606,24/08/2016,0,0,0
2607,24/08/2017,0,0,0
2608,24/08/2018,8,0,0
2609,24/08/2019,0,0,0
2610,24/08/2020,0,0,0
2611,24/08/2021,16,36,0
2612,24/08/2022,128,0,2
2613,24/09/2012,0,0,0
2614,24/09/2013,0,0,0
2615,24/09/2014,9,0,0
2616,24/09/2015,12,0,0
2617,24/09/2018,0,0,0
2618,24/09/2019,276,12,12
2619,24/09/2020,15,0,0
2620,24/09/2021,96,48,0
2621,24/09/2022,0,0,0
2622,24/10/2012,0,0,0
2623,24/10/2013,0,0,0
2624,24/10/2016,0,0,0
2625,24/10/2017,0,0,0
2626,24/10/2018,0,0,0
2627,24/10/2019,0,0,0
2628,24/10/2020,0,0,0
2629,24/10/2021,27,0,0
2630,24/10/2022,180,60,50
2631,24/11/2012,32,0,4
2632,24/11/2014,0,0,0
2633,24/11/2015,0,0,0
2634,24/11/2016,1,0,0
2635,24/11/2017,0,0,0
2636,24/11/2019,0,0,0
2637,24/11/2020,0,30,24
2638,24/11/2021,62,0,0
2639,24/11/2022,200,8,8
2640,24/12/2013,32,0,0
2641,24/12/2014,0,0,0
2642,24/12/2015,0,0,0
2643,24/12/2016,0,0,0
2644,24/12/2018,0,0,0
2645,24/12/2019,0,0,0
2646,24/12/2020,0,0,0
2647,24/12/2021,120,0,0
2648,24/12/2022,94,0,0
2649,25/01/2012,0,0,0
2650,25/01/2014,0,0,0
2651,25/01/2015,112,0,0
2652,25/01/2016,0,30,0
2653,25/01/2017,0,0,0
2654,25/01/2018,0,0,0
2655,25/01/2019,48,29,29
2656,25/01/2021,2,0,0
2657,25/01/2022,0,0,0
2658,25/02/2013,60,24,0
2659,25/02/2014,12,0,0
2660,25/02/2015,0,0,0
2661,25/02/2016,0,0,0
2662,25/02/2019,0,0,0
2663,25/02/2020,24,0,0
2664,25/02/2021,32,0,6
2665,25/02/2022,78,0,16
2666,25/03/2013,0,0,0
2667,25/03/2014,24,0,0
2668,25/03/2015,0,0,0
2669,25/03/2016,0,0,0
2670,25/03/2019,0,6,0
2671,25/03/2020,0,0,0
2672,25/03/2021,12,0,0
2673,25/03/2022,786,228,432
2674,25/03/2023,0,0,0
2675,25/04/2012,0,0,0
2676,25/04/2013,0,0,0
2677,25/04/2014,0,0,0
