,PAPER,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
454,vietnamnet.vn,2012-03-28,20,0,0,0
455,vietnamnet.vn,2012-03-29,18,0,0,0
456,vietnamnet.vn,2012-03-30,11,12,0,0
457,vietnamnet.vn,2012-03-31,10,0,0,0
458,vietnamnet.vn,2012-04-01,13,0,0,0
459,vietnamnet.vn,2012-04-02,11,0,0,0
460,vietnamnet.vn,2012-04-03,14,0,0,0
461,vietnamnet.vn,2012-04-04,25,0,0,0
462,vietnamnet.vn,2012-04-05,23,0,0,0
463,vietnamnet.vn,2012-04-06,7,0,0,0
464,vietnamnet.vn,2012-04-08,5,0,0,0
465,vietnamnet.vn,2012-04-09,27,0,0,0
466,vietnamnet.vn,2012-04-10,21,0,0,0
467,vietnamnet.vn,2012-04-11,23,0,0,0
468,vietnamnet.vn,2012-04-12,21,0,0,0
469,vietnamnet.vn,2012-04-13,19,0,0,0
470,vietnamnet.vn,2012-04-14,14,0,0,0
471,vietnamnet.vn,2012-04-15,2,0,0,0
472,vietnamnet.vn,2012-04-16,19,0,0,0
473,vietnamnet.vn,2012-04-17,20,0,0,0
474,vietnamnet.vn,2012-04-18,14,0,0,0
475,vietnamnet.vn,2012-04-19,22,0,0,0
476,vietnamnet.vn,2012-04-20,17,0,0,0
477,vietnamnet.vn,2012-04-21,13,0,0,0
478,vietnamnet.vn,2012-04-22,14,0,0,0
479,vietnamnet.vn,2012-04-23,24,0,0,2
480,vietnamnet.vn,2012-04-24,19,9,0,0
481,vietnamnet.vn,2012-04-25,26,0,0,0
482,vietnamnet.vn,2012-04-26,25,9,0,0
483,vietnamnet.vn,2012-04-27,20,18,6,4
484,vietnamnet.vn,2012-04-28,14,0,0,0
485,vietnamnet.vn,2012-04-29,13,0,0,0
486,vietnamnet.vn,2012-04-30,7,0,0,0
487,vietnamnet.vn,2012-05-01,11,0,0,0
488,vietnamnet.vn,2012-05-02,22,4,0,0
489,vietnamnet.vn,2012-05-03,21,0,0,0
490,vietnamnet.vn,2012-05-04,19,0,0,0
